2026-09-21 11:10:49 | WARD_A_HR_01 | 135 | CRITICAL
2026-09-21 11:13:21 | WARD_A_HR_05 | 101 | CRITICAL
2026-09-21 11:13:22 | WARD_A_HR_01 | 76 | NORMAL
2026-09-21 11:13:22 | WARD_A_HR_02 | 137 | CRITICAL
2026-09-21 11:13:22 | WARD_A_HR_03 | 116 | CRITICAL
2026-09-21 11:13:22 | WARD_A_HR_04 | 143 | CRITICAL
2026-09-21 11:13:22 | WARD_A_HR_05 | 88 | NORMAL
2026-09-21 11:13:23 | WARD_A_HR_01 | 148 | CRITICAL
2026-09-21 11:13:23 | WARD_A_HR_02 | 141 | CRITICAL
2026-09-21 11:13:23 | WARD_A_HR_03 | 45 | CRITICAL
2026-09-21 11:13:23 | WARD_A_HR_04 | 86 | NORMAL
2026-09-21 11:13:23 | WARD_A_HR_05 | 50 | CRITICAL
2026-09-21 11:13:24 | WARD_A_HR_01 | 76 | NORMAL
2026-09-21 11:13:24 | WARD_A_HR_02 | 66 | NORMAL
2026-09-21 11:13:24 | WARD_A_HR_03 | 129 | CRITICAL
2026-09-21 11:13:24 | WARD_A_HR_04 | 77 | NORMAL
2026-09-21 11:13:24 | WARD_A_HR_05 | 81 | NORMAL
2026-09-21 11:13:25 | WARD_A_HR_01 | 66 | NORMAL
2026-09-21 11:13:25 | WARD_A_HR_02 | 124 | CRITICAL
2026-09-21 11:13:25 | WARD_A_HR_03 | 150 | CRITICAL
2026-09-21 11:13:25 | WARD_A_HR_04 | 144 | CRITICAL
2026-09-21 11:13:25 | WARD_A_HR_05 | 89 | NORMAL
2026-09-21 11:13:26 | WARD_A_HR_01 | 123 | CRITICAL
2026-09-21 11:13:26 | WARD_A_HR_02 | 137 | CRITICAL
2026-09-21 11:13:26 | WARD_A_HR_03 | 62 | NORMAL
2026-09-21 11:13:26 | WARD_A_HR_04 | 97 | WARNING
2026-09-21 11:13:26 | WARD_A_HR_05 | 147 | CRITICAL
2026-09-21 11:13:27 | WARD_A_HR_01 | 63 | NORMAL
2026-09-21 11:13:27 | WARD_A_HR_02 | 82 | NORMAL
2026-09-21 11:13:27 | WARD_A_HR_03 | 60 | NORMAL
2026-09-21 11:13:27 | WARD_A_HR_04 | 56 | CRITICAL
2026-09-21 11:13:27 | WARD_A_HR_05 | 85 | NORMAL
2026-09-21 11:13:28 | WARD_A_HR_01 | 128 | CRITICAL
2026-09-21 11:13:28 | WARD_A_HR_02 | 52 | CRITICAL
2026-09-21 11:13:28 | WARD_A_HR_03 | 95 | WARNING
2026-09-21 11:13:28 | WARD_A_HR_04 | 72 | NORMAL
2026-09-21 11:13:28 | WARD_A_HR_05 | 92 | WARNING
2026-09-21 11:13:29 | WARD_A_HR_01 | 141 | CRITICAL
2026-09-21 11:13:29 | WARD_A_HR_02 | 126 | CRITICAL
2026-09-21 11:13:29 | WARD_A_HR_03 | 97 | WARNING
2026-09-21 11:13:29 | WARD_A_HR_04 | 57 | CRITICAL
2026-09-21 11:13:29 | WARD_A_HR_05 | 59 | CRITICAL
2026-09-21 11:13:30 | WARD_A_HR_01 | 75 | NORMAL
2026-09-21 11:13:30 | WARD_A_HR_02 | 80 | NORMAL
2026-09-21 11:13:30 | WARD_A_HR_03 | 58 | CRITICAL
2026-09-21 11:13:30 | WARD_A_HR_04 | 132 | CRITICAL
2026-09-21 11:13:30 | WARD_A_HR_05 | 122 | CRITICAL
2026-09-21 11:13:31 | WARD_A_HR_01 | 133 | CRITICAL
2026-09-21 11:13:31 | WARD_A_HR_02 | 135 | CRITICAL
2026-09-21 11:13:31 | WARD_A_HR_03 | 53 | CRITICAL
2026-09-21 11:13:31 | WARD_A_HR_04 | 142 | CRITICAL
2026-09-21 11:13:31 | WARD_A_HR_05 | 114 | CRITICAL
2026-09-21 11:13:32 | WARD_A_HR_01 | 61 | NORMAL
2026-09-21 11:13:32 | WARD_A_HR_02 | 140 | CRITICAL
2026-09-21 11:13:32 | WARD_A_HR_03 | 108 | CRITICAL
2026-09-21 11:13:32 | WARD_A_HR_04 | 141 | CRITICAL
2026-09-21 11:13:32 | WARD_A_HR_05 | 123 | CRITICAL
2026-09-21 11:13:33 | WARD_A_HR_01 | 56 | CRITICAL
2026-09-21 11:13:33 | WARD_A_HR_02 | 80 | NORMAL
2026-09-21 11:13:33 | WARD_A_HR_03 | 112 | CRITICAL
2026-09-21 11:13:33 | WARD_A_HR_04 | 52 | CRITICAL
2026-09-21 11:13:33 | WARD_A_HR_05 | 108 | CRITICAL
2026-09-21 11:13:34 | WARD_A_HR_01 | 78 | NORMAL
2026-09-21 11:13:34 | WARD_A_HR_02 | 83 | NORMAL
2026-09-21 11:13:34 | WARD_A_HR_03 | 108 | CRITICAL
2026-09-21 11:13:34 | WARD_A_HR_04 | 79 | NORMAL
2026-09-21 11:13:34 | WARD_A_HR_05 | 101 | CRITICAL
2026-09-21 11:13:35 | WARD_A_HR_01 | 78 | NORMAL
2026-09-21 11:13:35 | WARD_A_HR_02 | 142 | CRITICAL
2026-09-21 11:13:35 | WARD_A_HR_03 | 150 | CRITICAL
2026-09-21 11:13:35 | WARD_A_HR_04 | 105 | CRITICAL
2026-09-21 11:13:35 | WARD_A_HR_05 | 134 | CRITICAL
2026-09-21 11:13:36 | WARD_A_HR_01 | 140 | CRITICAL
2026-09-21 11:13:36 | WARD_A_HR_02 | 56 | CRITICAL
2026-09-21 11:13:36 | WARD_A_HR_03 | 138 | CRITICAL
2026-09-21 11:13:36 | WARD_A_HR_04 | 92 | WARNING
2026-09-21 11:13:36 | WARD_A_HR_05 | 140 | CRITICAL
2026-09-21 11:13:37 | WARD_A_HR_01 | 58 | CRITICAL
2026-09-21 11:13:37 | WARD_A_HR_02 | 74 | NORMAL
2026-09-21 11:13:37 | WARD_A_HR_03 | 58 | CRITICAL
2026-09-21 11:13:37 | WARD_A_HR_04 | 63 | NORMAL
2026-09-21 11:13:37 | WARD_A_HR_05 | 55 | CRITICAL
2026-09-21 11:13:38 | WARD_A_HR_01 | 142 | CRITICAL
2026-09-21 11:13:38 | WARD_A_HR_02 | 150 | CRITICAL
2026-09-21 11:13:38 | WARD_A_HR_03 | 97 | WARNING
2026-09-21 11:13:38 | WARD_A_HR_04 | 103 | CRITICAL
2026-09-21 11:13:38 | WARD_A_HR_05 | 132 | CRITICAL
2026-09-21 11:13:39 | WARD_A_HR_01 | 99 | WARNING
2026-09-21 11:13:39 | WARD_A_HR_02 | 136 | CRITICAL
2026-09-21 11:13:39 | WARD_A_HR_03 | 93 | WARNING
2026-09-21 11:13:39 | WARD_A_HR_04 | 104 | CRITICAL
2026-09-21 11:13:39 | WARD_A_HR_05 | 127 | CRITICAL
